algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcsta,S,3,100,1,1000,1000,1000,1,32,37,17131555.82,174299.7254
lstcsta,S,3,100,1,1000,1000,1000,1,32,36,12439774.78,1114313.937
lstcsta,S,3,100,1,1000,1000,1000,1,32,39,17132259.16,202623.102
lstcsta,S,3,100,1,50,50,50,1,32,2,3634.36,150.6190904
lstcsta,S,3,100,1,50,50,50,1,32,4,3612.54,35.00240563
lstcsta,S,3,100,1,50,50,50,1,32,2,3586.92,24.83291364
lstcsta,S,3,100,1,50,50,50,1,32,2,3604.5,24.86463352
lstcsta,S,3,100,1,50,50,50,1,32,5,3601.3,41.65825248
lstcsta,S,3,100,1,288,288,288,1,32,9,175460.52,553.6228767
lstcsta,S,3,100,1,288,288,288,1,32,12,175599.7,459.7520745
lstcsta,S,3,100,1,288,288,288,1,32,13,175375.7,397.1235198
lstcsta,S,3,100,1,288,288,288,1,32,12,175613.42,237.4260382
lstcsta,S,3,100,1,288,288,288,1,32,12,175435,389.2925892
lstcsta,S,3,100,1,192,192,192,1,32,7,54500.68,190.9601466
lstcsta,S,3,100,1,192,192,192,1,32,7,54820.88,500.7714305
lstcsta,S,3,100,1,192,192,192,1,32,7,54775.18,362.6941792
lstcsta,S,3,100,1,192,192,192,1,32,7,55223.56,798.3640313
lstcsta,S,3,100,1,192,192,192,1,32,7,55545.22,973.7035748
lstcsta,S,3,100,1,160,160,160,1,32,6,33440.38,312.7619472
